"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/a8d1287d-1a08-42f7-8cd2-9552ef280b15-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9569","Fr3akzLP","257355","14910","58","16","41244","880","13234","false","false","German","Fr3akzLP"
"https://static-cdn.jtvnw.net/jtv_user_pictures/cb150a64-597b-4fe2-920b-3a3a8fd1bb5f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9570","Tellia_","4763235","56250","3031","77","41243","5162","177895","true","true","French","Tellia_"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e8993396-4403-4ef4-babf-6aa36495188c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9571","me_zora","10297620","136215","1225","73","41243","26615","653596","true","false","Italian","me_zora"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8af2783f-c705-45d6-9ae2-963e722c992a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9572","LOLAoding","7139940","62805","1077","118","41236","41233","350769","false","true","Turkish","LOLAoding"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c2ef1aef-3d61-40c7-9423-cda84294a174-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9573","KyGoZz","997035","6810","1074","134","41234","26087","49153","true","false","Italian","KyGoZz"
"https://static-cdn.jtvnw.net/jtv_user_pictures/794bb270-b91d-47c1-b7ad-429783dd1d8b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9574","모데카이저 (ow_kaiser)","2076735","14910","2042","124","41232","13665","111149","true","false","Korean","모데카이저 (ow_kaiser)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/02a689fc-a2ab-400e-9b71-c5ffb6fd4d8d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9575","smokey","2211555","15135","1048","135","41228","7268","79249","true","true","English","smokey"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f126b787-26e6-46be-acb7-2cba9520f57f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9576","nicholena","23528970","70860","3347","306","41226","5844","782770","true","false","English","nicholena"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c819a54a-e4d0-4799-870e-e405947ffd87-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9577","RealFitMC","113805","435","389","289","41220","10350","16956","true","false","English","RealFitMC"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f8d3216d-e478-419e-b1b0-8b2ae15cc44d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9578","Atlasbcn","7700175","25515","1630","285","41218","6211","232625","true","false","Spanish","Atlasbcn"
"https://static-cdn.jtvnw.net/jtv_user_pictures/512386e8-7796-421f-aea2-0795039e4bfa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9579","arrowIoI","13031730","82290","3594","151","41214","11097","307724","true","false","English","arrowIoI"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6fb96ddc-6ba2-43df-a66b-8865a0138996-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9580","Zanfas_Cenegal","58418730","116790","2516","490","41203","24018","1057585","true","true","Portuguese","Zanfas_Cenegal"
